,Date,Joaquim Agostinho,Connie Meijer,Fabio Casartelli,Manuel Sanroma,Saúl Morales,Nicole Reinhart,Andrey Kivilev,Alessio Galletti,Isaac Gálvez,Bruno Neves,Wouter Weylandt,Junior Heffernan,Annefleur Kalvenhaar,Antoine Demoitié,Daan Myngheer,Gijs Verdick,Bahman Golbarnezhad,Mike Hall (cyclist),Michael Goolaerts,Robbert de Greef,Bjorg Lambrecht,Suleiman Kangangi,Gino Mäder,Antonio Martín,Néstor Mora,Hernán Patiño,Ricardo Otxoa,Lauri Aus,Amy Gillett,Frederiek Nolf,Zinaida Stahurskaya,Jure Robič,Carla Swart,Carly Hibberd,Víctor Cabedo,Iñaki Lejarreta,Burry Stander,Amy Dombroski,Kristof Goddaert,Kelly McGarry,Michele Scarponi,Jason Lowndes,Desiet Kidane,Marc Demeyer,Bert Oosterbosch,Stive Vermaut,Rob Goris,Joachim Halupczok,Vicente López Carril,Lieuwe Westra,Kelly Catlin,Chris Anker Sørensen,Davide Rebellin,Patricia Pepper,Adrián Babič,Germán Chaves,Tijl De Decker,Ethan Boyes,Arturo Grávalos,Tom Simpson,Juan Manuel Santisteban,Jean-Pierre Monseré,Stan Ockers,Richard Depoorter,Francisco Cepeda (cyclist),Ottavio Bottecchia
2997,2016-03-16,7,2,44,10,6,10,29,6,7,5,59,14,13,3,0,0,0,3,0,0,0,0,0,1,0,2,0,3,7,0,0,10,4,0,1,2,23,0,1,306,16,0,0,3,2,0,0,1,0,6,1,12,13,0.0,0.0,0.0,0.0,0.0,0.0,71,0,24,10,1,5,15
2998,2016-03-17,8,0,42,1,1,12,11,0,6,2,32,13,4,0,0,0,0,3,0,0,0,0,0,1,0,1,0,3,4,1,0,12,2,0,1,0,11,0,1,320,16,0,0,3,3,0,3,4,1,9,3,1,47,0.0,0.0,0.0,0.0,0.0,0.0,85,0,10,7,1,4,21
2999,2016-03-18,6,1,39,2,3,8,15,3,5,2,23,11,6,1,0,0,0,10,0,0,0,0,0,2,0,0,0,2,8,0,0,13,2,0,1,0,15,0,3,234,16,5,0,2,5,0,1,2,1,4,1,3,38,0.0,0.0,0.0,0.0,0.0,0.0,88,0,6,14,1,2,10
3000,2016-03-19,4,0,32,0,0,5,8,1,2,1,35,11,7,2,0,0,0,5,0,0,0,0,0,2,3,0,0,2,10,1,1,10,4,0,0,0,7,0,3,230,16,1,0,0,5,0,0,2,0,8,5,6,71,0.0,0.0,0.0,0.0,0.0,0.0,75,0,10,7,0,1,13
3001,2016-03-20,5,0,59,1,1,4,7,4,1,4,22,14,8,2,0,0,0,4,0,0,0,0,0,3,1,1,0,4,8,1,0,10,5,0,2,3,7,0,5,285,4,2,0,8,2,0,0,1,0,3,8,4,46,0.0,0.0,0.0,0.0,0.0,0.0,44,0,7,3,0,3,32
3002,2016-03-21,12,0,47,2,1,11,5,1,3,4,39,12,7,2,0,0,0,13,0,0,0,0,0,4,1,1,0,4,8,5,0,13,1,0,1,2,8,0,2,198,16,2,0,4,6,0,1,1,0,7,5,6,41,0.0,0.0,0.0,0.0,0.0,0.0,88,0,7,4,0,3,24
3003,2016-03-22,6,0,37,0,1,4,5,1,5,3,30,10,3,0,0,0,0,5,0,0,0,0,0,4,1,0,0,5,0,2,0,13,4,0,1,0,11,0,1,178,15,0,0,5,4,0,1,2,1,1,1,0,37,0.0,0.0,0.0,0.0,0.0,0.0,78,0,8,6,0,3,19
3004,2016-03-23,8,0,30,2,1,13,10,2,8,2,28,11,8,2,0,0,0,7,0,0,0,0,0,2,0,1,0,0,4,2,1,14,2,0,0,1,14,0,2,196,9,1,0,6,1,0,2,4,2,3,2,4,28,0.0,0.0,0.0,0.0,0.0,0.0,88,0,5,3,0,0,28
3005,2016-03-24,6,0,33,2,0,1,6,1,5,5,30,10,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,3,0,1,23,4,0,0,0,11,0,5,180,19,2,0,5,2,0,1,0,0,7,0,4,26,0.0,0.0,0.0,0.0,0.0,0.0,48,0,5,3,4,2,40
3006,2016-03-25,6,2,42,3,2,11,14,0,5,3,27,9,6,1,0,0,0,2,0,0,0,0,0,2,2,1,0,2,13,2,1,18,4,0,0,3,4,0,0,153,16,0,0,3,1,0,1,9,2,10,5,6,33,0.0,0.0,0.0,0.0,0.0,0.0,71,0,3,1,0,5,14
3007,2016-03-26,6,0,33,3,2,5,5,2,22,4,20,12,11,1,0,0,0,2,0,0,0,0,0,4,1,0,0,4,6,2,3,21,4,0,0,0,5,0,2,144,11,2,0,1,3,0,0,4,1,7,0,7,11,0.0,0.0,0.0,0.0,0.0,0.0,45,0,5,3,0,5,14
3008,2016-03-27,7,2,47,2,1,1,16,1,14,3,44,13,13,616,0,0,0,8,0,0,0,0,0,3,0,0,0,2,3,5,0,22,8,0,3,1,7,0,9,120,11,1,0,6,1,0,2,0,1,17,2,15,32,0.0,0.0,0.0,0.0,0.0,0.0,82,0,6,7,0,2,7
3009,2016-03-28,79,23,278,70,52,115,224,62,116,59,385,122,154,8763,0,0,0,9,0,0,0,0,0,4,8,2,0,8,11,35,8,38,24,0,1,1,22,0,44,121,15,0,0,5,1,0,158,1,5,7,1,3,17,0.0,0.0,0.0,0.0,0.0,0.0,156,0,48,62,33,35,30
3010,2016-03-29,38,32,213,39,24,65,177,40,63,54,250,68,73,2362,0,0,0,12,0,0,0,0,0,5,4,4,0,7,16,22,5,19,16,0,3,0,17,0,26,142,7,2,0,5,5,0,86,4,0,95,0,3,13,0.0,0.0,0.0,0.0,0.0,0.0,130,0,41,31,9,22,31
3011,2016-03-30,33,37,129,20,13,49,76,26,34,36,149,33,47,830,1751,0,0,10,0,0,0,0,0,7,5,3,0,7,17,18,9,23,19,0,3,2,12,0,13,116,13,0,0,6,2,0,9,2,3,47,7,2,11,0.0,0.0,0.0,0.0,0.0,0.0,116,0,15,18,7,12,17
3012,2016-03-31,14,14,90,11,7,28,29,12,17,15,88,5,26,616,766,0,0,5,0,0,0,0,0,0,1,0,0,1,10,7,0,17,10,0,1,1,12,0,11,102,15,2,0,12,2,0,3,1,1,322,3,9,19,0.0,0.0,0.0,0.0,0.0,0.0,91,0,13,13,8,13,13
3013,2016-04-01,12,10,60,5,5,23,34,6,20,8,62,7,17,316,448,0,0,9,0,0,0,0,0,6,0,0,0,2,10,9,1,16,9,0,0,2,7,0,9,209,15,2,0,7,3,0,2,1,0,103,2,13,23,0.0,0.0,0.0,0.0,0.0,0.0,87,0,10,14,1,6,10
3014,2016-04-02,19,2,31,3,2,10,10,2,7,5,34,4,8,190,261,0,0,8,0,0,0,0,0,1,0,1,0,2,5,1,0,8,4,0,6,0,3,0,5,194,7,2,0,8,3,0,1,0,4,28,1,3,29,0.0,0.0,0.0,0.0,0.0,0.0,59,0,6,7,1,3,18
3015,2016-04-03,15,1,42,5,3,4,11,2,8,5,48,4,11,270,286,0,0,11,0,0,0,0,0,1,0,0,0,2,4,7,1,29,3,0,0,2,3,0,11,140,11,1,0,39,4,0,2,2,1,17,2,10,30,0.0,0.0,0.0,0.0,0.0,0.0,120,0,16,13,4,6,19
3016,2016-04-04,14,3,55,1,1,11,14,1,6,5,36,3,6,281,290,0,0,18,0,0,0,0,0,2,1,1,0,1,5,2,0,20,2,0,0,1,6,0,0,125,14,2,0,23,3,0,0,1,1,11,4,8,24,0.0,0.0,0.0,0.0,0.0,0.0,112,0,9,7,3,2,17
3017,2016-04-05,10,6,47,3,0,12,10,2,8,2,43,8,15,156,176,0,0,13,0,0,0,0,0,2,0,0,0,3,10,1,1,13,3,0,0,1,8,0,4,92,13,3,0,17,3,0,0,3,0,11,4,10,27,0.0,0.0,0.0,0.0,0.0,0.0,83,0,16,15,3,4,6
3018,2016-04-06,10,1,51,5,1,9,14,0,5,2,47,3,8,161,135,0,0,11,0,0,0,0,0,4,0,0,0,2,10,2,0,17,7,0,2,1,10,0,2,99,11,0,0,21,1,0,0,3,2,12,11,3,30,0.0,0.0,0.0,0.0,0.0,0.0,114,0,7,13,4,3,8
3019,2016-04-07,20,6,50,7,5,16,12,4,10,4,39,9,5,103,135,0,0,8,0,0,0,0,0,3,3,1,0,5,7,6,3,12,5,0,0,1,12,0,3,113,12,0,0,18,8,0,1,4,1,13,4,5,26,0.0,0.0,0.0,0.0,0.0,0.0,104,0,5,11,2,8,8
3020,2016-04-08,10,0,44,1,0,8,13,2,5,6,23,2,1,63,49,0,0,5,0,0,0,0,0,0,1,0,0,5,21,3,1,18,3,0,2,0,13,0,5,133,17,0,0,30,1,0,1,9,0,9,4,5,34,0.0,0.0,0.0,0.0,0.0,0.0,91,0,6,6,3,2,27
3021,2016-04-09,11,0,37,1,1,6,17,3,4,4,28,13,3,54,42,0,0,2,0,0,0,0,0,2,1,0,0,2,2,3,1,8,2,0,0,0,5,0,3,161,11,0,0,55,0,0,2,15,4,11,3,11,32,0.0,0.0,0.0,0.0,0.0,0.0,80,0,6,9,4,3,18
3022,2016-04-10,16,2,43,3,3,6,9,3,10,9,28,11,5,92,39,0,0,8,0,0,0,0,0,4,2,0,0,8,8,3,4,12,6,0,1,2,6,0,4,129,12,2,0,54,5,0,2,7,3,23,3,9,37,0.0,0.0,0.0,0.0,0.0,0.0,103,0,6,8,2,2,8
3023,2016-04-11,11,1,60,4,2,15,8,7,8,0,34,6,9,77,43,0,0,10,0,0,0,0,0,2,0,0,0,4,7,2,1,43,3,0,0,1,11,0,2,113,14,0,0,46,5,0,3,8,2,17,5,5,35,0.0,0.0,0.0,0.0,0.0,0.0,85,0,7,6,4,6,11
3024,2016-04-12,9,2,60,3,6,8,8,7,9,4,23,7,7,59,29,0,0,13,0,0,0,0,0,1,0,0,0,5,3,2,3,29,7,0,1,0,6,0,1,106,15,1,0,20,4,0,0,1,0,2,3,5,42,0.0,0.0,0.0,0.0,0.0,0.0,72,0,7,8,3,3,12
3025,2016-04-13,10,2,55,1,3,8,11,1,7,5,31,6,8,55,31,0,0,19,0,0,0,0,0,2,1,1,0,3,3,2,0,25,7,0,2,1,6,0,4,122,24,2,0,11,5,0,0,4,6,9,3,24,97,0.0,0.0,0.0,0.0,0.0,0.0,83,0,7,8,0,0,15
3026,2016-04-14,17,0,40,2,1,9,24,1,7,4,25,2,4,45,23,0,0,12,0,0,0,0,0,4,1,1,0,3,4,4,2,12,7,0,1,2,7,0,3,102,12,0,0,9,3,0,2,2,1,6,4,17,51,0.0,0.0,0.0,0.0,0.0,0.0,78,0,4,6,4,4,8
3027,2016-04-15,12,3,42,2,1,9,8,3,5,3,25,3,4,23,21,0,0,20,0,0,0,0,0,0,0,1,0,3,5,3,1,13,5,0,2,0,10,0,2,101,9,1,0,6,4,0,2,1,1,6,8,13,43,0.0,0.0,0.0,0.0,0.0,0.0,70,0,8,8,4,2,11
3028,2016-04-16,7,1,33,3,1,6,6,3,2,3,10,4,1,27,18,0,0,24,0,0,0,0,0,1,1,0,0,3,2,0,0,8,3,0,5,1,227,0,3,91,10,1,0,3,3,0,0,3,3,12,2,7,54,0.0,0.0,0.0,0.0,0.0,0.0,76,0,4,10,7,1,13
3029,2016-04-17,16,8,52,12,5,10,23,8,15,4,44,9,10,199,29,0,0,28,0,0,0,0,0,8,3,2,0,9,10,5,6,14,5,0,0,0,82,0,5,88,22,0,0,7,4,0,1,3,1,9,0,11,149,0.0,0.0,0.0,0.0,0.0,0.0,115,0,12,16,3,11,15
3030,2016-04-18,16,3,42,2,3,14,11,4,7,4,40,2,7,120,28,0,0,38,0,0,0,0,0,4,2,1,0,5,8,1,0,16,4,0,0,6,27,0,7,103,18,1,0,6,5,0,1,2,2,4,0,8,60,0.0,0.0,0.0,0.0,0.0,0.0,93,0,6,10,2,2,14
3031,2016-04-19,1,2,61,2,4,3,37,3,3,1,25,9,4,43,19,0,0,33,0,0,0,0,0,2,0,0,0,3,9,0,1,25,4,0,0,1,15,0,0,88,16,1,0,7,2,0,0,3,2,9,6,10,48,0.0,0.0,0.0,0.0,0.0,0.0,118,0,10,5,1,5,17
3032,2016-04-20,12,5,40,5,3,11,18,3,4,2,26,7,11,62,18,0,0,46,0,0,0,0,0,2,1,0,0,6,9,4,2,9,4,0,0,1,9,0,0,113,27,0,0,8,6,0,1,0,1,5,4,18,128,0.0,0.0,0.0,0.0,0.0,0.0,119,0,14,16,9,2,13
3033,2016-04-21,9,1,55,2,4,8,13,5,13,3,29,8,15,53,30,0,0,36,0,0,0,0,0,3,2,1,0,4,6,4,2,12,8,0,1,1,12,0,6,107,37,1,0,6,4,0,3,4,3,10,1,13,49,0.0,0.0,0.0,0.0,0.0,0.0,98,0,6,7,5,6,15
3034,2016-04-22,21,2,41,2,1,11,8,1,6,3,31,9,13,53,31,0,0,35,0,0,0,0,0,1,0,0,0,0,8,1,2,7,3,0,1,1,14,0,2,125,30,0,0,8,6,0,1,0,1,8,0,14,41,0.0,0.0,0.0,0.0,0.0,0.0,118,0,7,9,9,5,10
3035,2016-04-23,5,2,34,1,5,4,7,2,5,2,18,4,16,30,19,0,0,32,0,0,0,0,0,2,0,1,0,4,21,1,0,8,0,0,1,1,6,0,0,99,13,1,0,8,0,0,1,1,5,5,2,7,29,0.0,0.0,0.0,0.0,0.0,0.0,107,0,14,11,11,7,12
3036,2016-04-24,14,5,43,6,5,9,8,2,4,1,27,3,9,45,19,0,0,30,0,0,0,0,0,2,2,0,0,3,2,3,0,14,6,0,0,0,13,0,2,90,21,2,0,4,4,0,1,3,2,15,3,24,90,0.0,0.0,0.0,0.0,0.0,0.0,63,0,10,10,15,11,9
3037,2016-04-25,10,4,48,2,2,10,13,1,8,6,58,6,11,41,24,0,0,58,0,0,0,0,0,2,1,0,0,2,2,3,1,18,5,0,0,2,18,0,1,110,14,0,0,5,6,0,0,3,0,10,3,10,40,0.0,0.0,0.0,0.0,0.0,0.0,86,0,13,7,6,2,16
3038,2016-04-26,9,0,48,2,2,4,10,1,2,2,23,2,18,36,11,0,0,36,0,0,0,0,0,4,1,3,0,2,4,1,1,19,7,0,0,2,10,0,3,100,10,1,0,10,5,0,0,1,1,8,8,3,35,0.0,0.0,0.0,0.0,0.0,0.0,116,0,13,13,1,7,6
3039,2016-04-27,13,1,47,2,2,4,10,2,5,6,32,7,18,25,15,0,0,29,0,0,0,0,0,3,0,0,0,3,4,0,0,11,1,0,0,0,19,0,2,110,13,2,0,8,2,0,1,1,0,5,4,9,23,0.0,0.0,0.0,0.0,0.0,0.0,106,0,7,6,4,5,13
3040,2016-04-28,12,7,45,3,2,6,9,4,1,1,19,8,5,25,22,0,0,25,0,0,0,0,0,9,3,1,0,11,10,0,0,34,9,0,7,4,29,0,9,66,20,2,0,8,6,0,2,6,0,7,2,6,30,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,3,0,5,13
3041,2016-04-29,18,3,38,5,2,10,14,3,6,3,23,6,2,23,12,0,0,38,0,0,0,0,0,7,0,0,0,4,6,36,1,14,3,0,2,1,10,0,5,69,10,2,0,8,3,0,0,4,0,9,6,11,37,0.0,0.0,0.0,0.0,0.0,0.0,110,0,1,9,5,7,14
3042,2016-04-30,8,1,40,1,1,2,6,2,4,1,25,4,5,26,13,0,0,33,0,0,0,0,0,0,0,2,0,6,3,10,1,7,2,0,0,2,8,0,5,73,17,3,0,5,3,0,1,2,6,5,2,9,21,0.0,0.0,0.0,0.0,0.0,0.0,307,0,5,4,2,6,6
3043,2016-05-01,10,1,48,2,2,4,11,2,6,1,22,6,5,70,14,0,0,22,0,0,0,0,0,2,0,1,0,1,3,1,1,7,1,0,0,0,7,0,2,78,18,0,0,7,3,0,2,1,2,5,1,5,25,0.0,0.0,0.0,0.0,0.0,0.0,188,0,5,3,1,3,11
3044,2016-05-02,5,0,43,1,1,3,6,2,6,2,20,5,4,25,13,0,0,47,0,0,0,0,0,0,0,0,0,3,4,1,1,8,1,0,0,1,9,0,2,101,31,0,0,2,5,0,0,1,1,2,4,7,17,0.0,0.0,0.0,0.0,0.0,0.0,90,0,4,15,1,4,9
3045,2016-05-03,10,0,41,1,0,9,11,0,4,1,35,5,5,28,18,0,0,28,0,0,0,0,0,3,0,0,0,4,8,3,1,13,8,0,2,1,5,0,6,71,37,2,0,4,3,0,0,2,1,11,3,6,10,0.0,0.0,0.0,0.0,0.0,0.0,104,0,4,3,0,5,23
3046,2016-05-04,13,4,41,0,0,10,9,2,4,1,65,7,4,32,23,0,0,23,0,0,0,0,0,5,1,2,0,4,5,3,0,15,4,0,2,1,10,0,2,76,46,0,0,5,2,0,0,0,3,2,0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,101,0,2,3,1,4,12
3047,2016-05-05,7,1,40,2,3,7,4,3,4,0,44,6,7,21,22,0,0,23,0,0,0,0,0,4,0,1,0,1,10,3,2,15,5,0,0,1,16,0,1,74,94,0,0,5,2,0,1,4,0,2,1,6,19,0.0,0.0,0.0,0.0,0.0,0.0,77,0,4,7,1,2,15
3048,2016-05-06,16,1,47,2,0,5,6,2,4,2,69,3,7,20,14,0,0,18,0,0,0,0,0,2,0,2,0,5,6,5,2,5,4,0,2,0,11,0,2,56,102,0,0,3,4,0,0,0,0,2,1,5,13,0.0,0.0,0.0,0.0,0.0,0.0,61,0,5,1,0,1,12
3049,2016-05-07,13,1,33,1,2,12,7,6,5,4,60,4,7,24,13,0,0,7,0,0,0,0,0,2,0,0,0,0,8,1,0,8,2,0,0,1,4,0,5,56,49,1,0,6,3,0,1,2,2,6,3,6,13,0.0,0.0,0.0,0.0,0.0,0.0,75,0,2,3,4,3,13
3050,2016-05-08,4,1,43,1,0,5,4,0,3,1,55,5,4,32,20,0,0,18,0,0,0,0,0,2,1,0,0,4,4,0,1,7,2,0,2,4,6,0,2,77,46,1,0,2,1,0,0,2,1,5,5,7,243,0.0,0.0,0.0,0.0,0.0,0.0,62,0,3,8,1,0,11
3051,2016-05-09,8,1,50,6,4,14,19,7,7,4,450,4,7,26,10,0,0,26,0,0,0,0,0,2,2,0,0,5,5,9,3,12,6,0,0,0,11,0,2,99,32,1,0,4,7,0,1,1,0,9,4,11,66,0.0,0.0,0.0,0.0,0.0,0.0,89,0,6,6,2,4,11
3052,2016-05-10,21,3,65,5,0,6,17,1,8,2,264,5,4,31,41,1866,0,28,0,0,0,0,0,4,1,0,0,3,3,7,0,21,2,0,1,1,13,0,1,99,47,2,0,2,5,0,1,2,1,6,0,7,14,0.0,0.0,0.0,0.0,0.0,0.0,76,0,6,13,3,4,11
3053,2016-05-11,25,2,49,2,0,6,9,1,7,7,86,6,8,34,29,2001,0,20,0,0,0,0,0,5,1,0,0,4,6,2,2,4,3,0,0,1,10,0,3,233,80,0,0,3,3,0,1,7,1,6,4,4,19,0.0,0.0,0.0,0.0,0.0,0.0,85,0,5,10,4,8,17
3054,2016-05-12,10,3,46,5,3,7,10,1,8,5,71,3,0,15,10,813,0,12,0,0,0,0,0,3,3,1,0,5,3,5,1,20,5,0,2,1,7,0,2,129,61,2,0,1,1,0,2,1,0,6,4,12,33,0.0,0.0,0.0,0.0,0.0,0.0,67,0,3,5,1,2,17
3055,2016-05-13,11,0,49,4,6,14,11,2,5,3,56,5,10,15,13,523,0,27,0,0,0,0,0,1,2,0,0,7,6,0,0,36,5,0,0,0,9,0,4,90,80,2,0,3,4,0,1,0,1,9,3,8,27,0.0,0.0,0.0,0.0,0.0,0.0,82,0,6,11,1,7,15
3056,2016-05-14,11,8,41,4,6,8,9,0,14,3,34,2,6,14,11,263,0,19,0,0,0,0,0,2,0,0,0,2,6,0,3,13,2,0,1,1,5,0,1,81,35,0,0,7,1,0,1,4,1,6,2,5,7,0.0,0.0,0.0,0.0,0.0,0.0,55,0,8,2,0,3,8
3057,2016-05-15,8,0,41,3,2,6,6,2,4,2,46,4,6,21,17,227,0,17,0,0,0,0,0,1,0,0,0,2,3,2,1,9,2,0,0,3,6,0,0,94,64,1,0,2,2,0,0,3,1,5,2,14,12,0.0,0.0,0.0,0.0,0.0,0.0,91,0,11,7,3,7,8
3058,2016-05-16,10,1,41,1,2,12,12,3,6,2,43,4,4,23,21,201,0,35,0,0,0,0,0,2,0,0,0,5,3,0,0,28,3,0,1,1,9,0,0,85,22,1,0,5,5,0,1,1,3,1,7,6,16,0.0,0.0,0.0,0.0,0.0,0.0,91,0,10,8,4,3,20
3059,2016-05-17,17,3,62,0,0,2,8,6,7,0,44,1,2,22,13,220,0,30,0,0,0,0,0,1,2,0,0,0,11,2,0,23,7,0,0,0,13,0,1,90,56,0,0,3,4,0,1,3,2,5,2,14,46,0.0,0.0,0.0,0.0,0.0,0.0,72,0,7,9,3,4,18
3060,2016-05-18,14,2,55,1,0,9,7,3,8,3,58,7,8,17,9,131,0,13,0,0,0,0,0,4,1,2,0,3,15,4,3,14,6,0,0,0,8,0,3,90,61,0,0,7,1,0,0,6,1,8,3,19,30,0.0,0.0,0.0,0.0,0.0,0.0,91,0,3,5,1,3,27
3061,2016-05-19,10,1,50,2,3,10,8,1,23,1,32,1,5,19,17,119,0,31,0,0,0,0,0,0,1,0,0,6,6,4,1,14,7,0,0,0,5,0,1,74,26,1,0,3,5,0,2,2,0,5,4,14,15,0.0,0.0,0.0,0.0,0.0,0.0,87,0,3,5,2,2,10
3062,2016-05-20,11,0,47,1,1,5,11,1,102,0,48,5,6,15,13,93,0,26,0,0,0,0,0,1,0,1,0,2,10,2,0,13,7,0,3,0,6,0,2,88,106,0,0,1,2,0,1,1,1,12,8,9,20,0.0,0.0,0.0,0.0,0.0,0.0,64,0,4,13,1,6,10
3063,2016-05-21,6,1,60,3,2,9,13,0,20,1,46,4,2,13,8,67,0,18,0,0,0,0,0,7,1,1,0,4,11,0,1,5,3,0,2,0,5,0,2,65,186,3,0,4,4,0,0,5,2,9,4,7,21,0.0,0.0,0.0,0.0,0.0,0.0,73,0,11,6,1,16,17
3064,2016-05-22,189,5,61,7,5,13,15,6,11,6,39,7,10,12,12,71,0,22,0,0,0,0,0,3,1,1,0,2,5,4,3,12,5,0,1,0,13,0,5,90,246,0,0,4,3,0,1,2,0,6,2,3,11,0.0,0.0,0.0,0.0,0.0,0.0,56,0,9,19,5,9,14
3065,2016-05-23,30,1,55,5,4,6,7,2,5,3,40,6,7,18,10,93,0,24,0,0,0,0,0,7,2,1,0,7,4,4,1,5,6,0,5,1,3,0,2,84,108,0,0,6,4,0,2,1,4,6,3,5,18,0.0,0.0,0.0,0.0,0.0,0.0,93,0,8,2,1,5,13
3066,2016-05-24,15,3,63,0,0,11,8,3,6,4,53,2,6,13,13,77,0,15,0,0,0,0,0,3,0,0,0,3,6,1,0,14,6,0,0,2,11,0,1,81,97,0,0,6,0,0,2,2,1,10,2,10,16,0.0,0.0,0.0,0.0,0.0,0.0,124,0,4,3,1,5,14
3067,2016-05-25,14,3,41,1,0,4,4,2,10,0,37,7,11,17,14,82,0,20,0,0,0,0,0,6,0,1,0,7,11,1,2,15,9,0,0,0,10,0,5,80,58,2,0,4,2,0,1,0,5,8,3,10,16,0.0,0.0,0.0,0.0,0.0,0.0,87,0,3,5,1,7,13
3068,2016-05-26,16,1,55,0,1,10,5,0,3,1,34,1,3,17,7,60,0,22,0,0,24,0,0,2,0,1,0,2,4,1,0,10,3,0,2,1,6,0,3,101,62,0,0,4,1,0,2,1,1,2,4,10,21,0.0,0.0,0.0,0.0,0.0,0.0,96,0,4,2,0,3,10
3069,2016-05-27,21,1,51,1,2,8,10,2,4,2,92,1,7,14,8,43,0,9,0,0,5,0,0,3,0,0,0,3,11,1,0,7,1,0,2,0,6,0,2,51,555,1,0,5,3,0,3,2,2,6,3,11,19,0.0,0.0,0.0,0.0,0.0,0.0,77,0,7,8,2,4,19
3070,2016-05-28,32,4,66,13,4,6,23,4,15,5,74,7,14,99,24,53,0,15,0,0,0,0,0,5,1,1,0,5,5,5,2,10,4,0,0,7,8,0,6,67,628,0,0,5,3,0,1,5,1,8,0,11,15,0.0,0.0,0.0,0.0,0.0,0.0,68,0,9,5,6,6,24
3071,2016-05-29,23,1,54,6,3,4,27,2,5,4,55,10,7,70,19,51,0,13,0,0,2,0,0,5,0,0,0,6,5,2,0,7,4,0,0,2,3,0,1,59,400,1,0,2,2,0,0,2,2,8,2,7,21,0.0,0.0,0.0,0.0,0.0,0.0,66,0,2,7,1,10,27
3072,2016-05-30,11,0,56,2,3,6,9,1,10,3,40,1,7,34,19,43,0,24,0,0,4,0,0,13,0,0,0,2,6,0,1,20,6,0,2,2,9,0,5,84,298,1,0,2,1,0,0,2,2,14,0,13,11,0.0,0.0,0.0,0.0,0.0,0.0,95,0,5,5,1,6,18
3073,2016-05-31,11,2,55,2,3,7,11,2,3,0,37,2,4,30,13,45,0,29,0,0,12,0,0,2,0,0,0,3,5,2,1,12,5,0,1,2,16,0,1,68,125,1,0,8,2,0,0,1,1,12,1,7,12,0.0,0.0,0.0,0.0,0.0,0.0,87,0,1,10,0,5,16
3074,2016-06-01,3,1,50,1,1,9,8,1,3,4,34,6,3,24,13,63,0,20,0,0,5,0,0,3,2,1,0,13,7,1,2,6,9,0,1,2,8,0,7,71,74,0,0,4,2,0,1,1,0,6,4,13,8,0.0,0.0,0.0,0.0,0.0,0.0,70,0,2,8,0,6,16
3075,2016-06-02,12,5,47,0,0,27,5,4,7,2,31,4,10,28,12,40,0,15,0,0,2,0,0,4,0,1,0,5,9,0,2,10,5,0,1,1,9,0,4,67,60,2,0,5,1,0,0,4,1,3,1,8,11,0.0,0.0,0.0,0.0,0.0,0.0,85,0,7,6,3,6,12
3076,2016-06-03,20,3,47,7,1,56,17,4,5,3,27,3,12,21,6,36,0,24,0,0,1,0,0,6,1,1,0,5,7,1,2,10,8,0,1,1,7,0,2,68,46,2,0,4,7,0,0,4,1,9,5,4,15,0.0,0.0,0.0,0.0,0.0,0.0,105,0,5,12,4,8,16
3077,2016-06-04,13,4,43,6,4,12,14,7,8,4,25,3,7,17,12,55,0,30,0,0,3,0,0,3,1,2,0,4,6,0,1,12,6,0,2,3,7,0,4,96,33,1,0,2,2,0,0,3,1,8,2,12,7,0.0,0.0,0.0,0.0,0.0,0.0,83,0,6,3,3,6,10
3078,2016-06-05,10,2,53,2,1,4,10,3,4,3,20,3,11,21,11,47,0,17,0,0,0,0,0,7,1,4,0,3,6,2,3,12,3,0,1,1,9,0,3,101,29,0,0,2,2,0,1,2,1,4,2,7,18,0.0,0.0,0.0,0.0,0.0,0.0,77,0,1,5,1,8,12
3079,2016-06-06,20,1,51,6,3,11,15,3,6,5,33,3,16,31,22,45,0,34,0,0,2,0,0,1,0,0,0,3,4,1,0,14,6,0,1,2,12,0,5,82,26,2,0,2,0,0,0,2,1,4,5,17,12,0.0,0.0,0.0,0.0,0.0,0.0,82,0,3,8,1,4,18
3080,2016-06-07,18,3,55,0,1,4,14,1,2,2,27,4,12,16,8,50,0,37,0,0,4,0,0,2,0,1,0,3,8,3,0,17,1,0,1,0,9,0,1,137,40,0,0,2,7,0,2,0,2,6,1,48,16,0.0,0.0,0.0,0.0,0.0,0.0,85,0,2,5,0,6,11
3081,2016-06-08,18,1,55,1,0,9,13,2,5,2,26,3,16,16,8,29,0,28,0,0,1,0,0,3,2,1,0,4,9,0,0,20,8,0,1,0,12,0,1,179,25,1,0,1,0,0,0,4,0,4,2,10,12,0.0,0.0,0.0,0.0,0.0,0.0,91,0,7,7,1,2,10
3082,2016-06-09,18,2,49,3,3,8,20,4,13,4,34,3,86,20,8,32,0,30,0,0,0,0,0,3,1,2,0,4,7,1,1,14,1,0,5,0,4,0,4,165,27,0,0,1,2,0,2,2,1,7,3,15,12,0.0,0.0,0.0,0.0,0.0,0.0,77,0,7,7,4,3,18
