,id,text,og_svm,mcad_svm,chatgpt_svm,flan_svm
389,7357,My friends know better https://t.co/UROtGwsIlP,1,1,1,1
390,8867,Im such a fucking cunt bitch and i dont even mean to be goddammit,1,1,1,1
391,3648,"ANY DACA legalization will turn FL & other five states blue. If Texas goes blue, it's over. #EndChainMigration call @GOPLeader (202) 225-2915 @SpeakerRyan (202) 225-3031 @POTUS 202-456-1111 @SteveScalise (202) 225-0197 or your representative #NOAMNESTY",0,0,0,0
392,30187,"Think about that folks, keep them out of USA @potus @realDonaldTrump #BuildTheWall #LockHerUp #EndDACA",0,0,0,0
393,6136,@KellyannePolls @POTUS You lieing kunt!,1,1,1,1
394,7439,When your friend won't stop talking about their ex https://t.co/nT5HqU6NMW,1,1,1,0
395,6298,Just want me a down bitch all these hoes out here on some other shit,1,1,1,1
396,1116,If you vote in #Kansas #PayAttention  TRUMP #VOTER #FRAUD CZAR GUNS FOR GOV   Anti-immigrant zealot Kris Kobach is in a tight race with the current governor of Kansas. https://t.co/HJZQCIYvPJ,0,0,0,0
397,3833,Utrecht's cycling lessons for migrants: 'Riding a bike makes me feel more Dutch' https://t.co/KMrzKiv1YT,1,1,1,1
398,6448,What would you do if a girl kicked you in the balls... — Imma cunt punt tf outta hoe 'for no reason' https://t.co/OHjIyCXw8n,0,1,1,0
399,4605,Brazil-Venezuela border reopens amid fight over refugees https://t.co/rKitw9zoDi #FoxNews @vp,1,1,0,0
400,6982,@nowthisnews I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot.,1,1,1,1
401,3011,"Islamic state changes its name from ISIS to ISC as they move to Canada as ""refugees"" - Free Speech Time - https://t.co/IBnVUdwOrz @ISupport_Israel",0,1,0,0
402,3870,The Supreme Court decided to sidestep an abortion dispute between the Trump administration and ACLU lawyers over a young immigrant woman who ended her pregnancy https://t.co/gUDRx0xLE4 via  @@DavidGSavage,1,1,1,1
403,33585,"Where is this? Brazil? Uganda? Sudan? Nope, it is France. Got to love that cultural enrichment thing going on. #openborders #refugeesnotwelcome #slums",0,1,0,0
404,2532,The monetary costs will run into the billions for Trudeaus illegal immigrant crisis. Non-monetary costs?? https://t.co/6CgS69Ff96,0,1,0,0
405,6154,@4bddnAG bonnie is a sneaky cunt bitch and she probably has something to do with whatever happened to laurels baby,1,1,1,0
406,1507,"To be clear: the people on the left are the future of the Democratic Party, the people on the right are the future of the Republican Party. As an immigrant i walked away from the people on the left and I joined with honor the people on the right #walkaway https://t.co/95qCwZq6a0",1,0,0,0
407,30036,"@GeraldoRiver Doesnt Think Americans Should Point to the Fact that Mollie Tibbetts Murder is an Illegal Alien to Hide the fact that over 32,000 Criminal Aliens have been incarcerated in the last 40 years for Murder #SendThemBack ! #Trump #MAGA #SundayMorning #RedNationRising",1,0,1,1
408,6642,@NamesNotBecky Do you have a tow bar on your ram?,1,1,1,1
409,2093,Child care worker charged with sexually assaulting eight children at Southwest Key immigration shelter https://t.co/V1Cf39dm32,0,1,0,0
410,6367,@JaelenBrown “I want women to have equal rights” ... unless you don’t fit my exact definition of how a woman should be then you’re a hoe,0,1,0,1
411,5391,@WDRBNews Why is this stupid bitch still relevant?,1,1,1,1
412,33467,Many of you so called Men out here are BITCH MADE HOES. Ya moms should've SWALLOWED most definitely!,1,1,1,1
413,7761,That's nothing new 🙄 https://t.co/lkXHwgSzK9,0,1,0,0
414,31376,#BuildThatWall  #KAG & Safe!,1,1,1,1
415,32202,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?,1,1,1,1
416,2878,Ciitizens Alert Tell  @SenateDems  @House Dems #Democrats to F ThemSelves  Not Allowing Illegals to take Our Votes and Our Tax Dollars Report All  Illegals #Trump #MAGA #RedNationRising #Immigration I love @ICEgov #WalkAway ! #WalkAwayFromDemocrats https://t.co/BmULvlVg2q,0,1,0,0
417,356,"Spain's overwhelmed coastguard says it can't cope with migrant influx, as 700 rescued in oneÂ… https://t.co/1dx6usc6yb",0,1,0,0
418,3585,"@MailOnline Cameron have some back bone 75 million Turks waiting to come to Europe no thanks , l million migrants go awol we r scared r u",0,1,0,0
419,8795,"No room for full explanation here but regarding the hysterical women at the Kavanaugh hearing, the word hysteria is from a Greek word meaning wandering and disconnected uterus. There you have it.",0,0,0,0
420,1005,The Ratings for the #NFLKickoff were as flat as #TomBrady's Balls!Help #BuildThatWall!Support our efforts!Order Bricks @ now to avoid the Christmas Rush!,0,0,0,0
421,3145,Left-wing Spanish Government deny 'mass' migration: 'Europe needs new blood' https://t.co/cpvtsOkl1Z,1,1,1,1
422,1953,ðŸ‡ªðŸ‡¸Spain: 'Spain sets up migrant command center amid summer surge in arrivals'Very disappointed in that great country. They are actively giving away their country.,1,1,0,0
423,1065,#ICE #IllegalImmigration #IllegalAliens #BorderPatrol #MS13One reason I’m against illegal immigration is that we... https://t.co/yJ9Jl3QJuA,0,1,0,0
424,2608,London’s shelters are too maxed out to help Toronto house refugees https://t.co/2KQ8R0BU21,0,1,0,0
425,8417,Every time you say 'not all men' you are part of the problem. Claiming that telling men to step their game up only alienates good men is BS.,0,0,1,0
426,1722,Read World Relief's response to the latest  SCOTUS opinion of refugee resettlement.https://t.co/hIWV8heZM1,1,1,0,0
427,4825,"Your girl is a hoe, she fucked all my bros",1,1,1,1
428,3059,"anti-immigrant. Anti- murdering, raping, thieving and lazy opportunistic 3rd world primitive migrant who has no right to be in the Western world.#SendThemBack",1,1,1,0
429,32691,@MikeHanchoe bitch please lmao no for real I want to leave lol,0,1,0,0
430,6522,don't watch me you better just watch yo nigga ho,0,0,1,1
431,4281,Why “Undocumented Immigrant” is Wrong: https://t.co/iqkoiVIQ0K via @FAIRImmigration #IllegalAliens https://t.co/a8pVatYjVX,1,1,0,0
432,5864,But let's blame the women for being in the military in the first place eh you fucking cunt smear https://t.co/k7245gfjA4,1,1,1,1
433,8352,"And it's irritating, just like the 'Not all men' or 'But he's a good guy' argument in the face of sexual harassment women face EVERY DAY.",0,1,1,0
434,8634,@cockspit WOMEN ARE STUPID AND DUMB AND MAN IS SMART AND RAPE IS OK,0,0,1,0
435,8374,"They've literally written that their degradation of women is what all men want, so someone go 'not all men' them wh… https://t.co/DoQuhnPytf",0,0,0,0
436,7323,"It's what I do, it's who I am 😊",1,1,0,1
437,33421,"Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn",1,1,1,1
438,8665,"doesnt make u better than anybody else, its about what you do and that a silly title based on GPA is ridiculous and absolutely hysterical",0,0,0,0
439,6571,Sooo @Shanteshanteeee you ain't get my text message hoe? 🤔,1,1,1,1
440,6978,Monday you slag,1,0,1,1
441,33528,@ThomMAGA @rinlee_matthew We are thrilled he is our President and cant wait for him to #BuildThatWall,1,1,1,1
442,5076,Powerful men in Hollywood have been preying on women because that's how lots of men are built ... so says Dick Wolf. https://t.co/fgPOxN8O0f,0,0,0,0
443,3381,"@watspn1013 @Keylime43 These animals are ungrateful invaders. Parasites, sucking off the liberal tit of the host country. #NODACA#BuildTheWall",1,1,1,0
444,5977,"@ShirlsAdams @WendellPierce Give it a rest, you fugly skank.",0,1,0,1
445,34530,@VP @vdare @DeptofDefense Please make @ivankatrump and @jaredkushner the first 2 honorary space cadets and send them on a 1-way trip to Mars. TIA#MAGA #AmericaFIRST #FireIvanka #FireKushner #BuildThatWall #NoAmnestyEVER #WhiteGenocide #ShallNotCensor #WarOnWhites,0,1,0,0
446,3096,Who knows how many migrants and refugees might prove to be vital to God’s unfolding story of grace. https://t.co/V8Of2f03BI,1,1,1,1
447,6805,Hahahahaha fuck off Jurgen you stupid cunt.,1,1,1,1
448,8192,When you have a threesome with a clown and he gives you both facials https://t.co/3bLU6Xd8tM,1,1,1,1
449,8657,Any woman that likes me is a bitch. All women are bitches.,0,1,0,0
450,7139,When you're acting like you have your life together but you really have no clue what the fuck is going on https://t.co/clRmdy8eI4,1,1,1,1
451,2932,"""One plan the White House reportedly is considering would allow no more than 25,000 #refugees to be resettled in the U.S., representing a cut of more than 40 percent from this year’s limit."" https://t.co/PZdRby44j8",0,0,0,0
452,8897,stfu bitch,1,1,1,1
453,255,"Lisdoonvarna, a village earmarked for replacement. Along with a growing number of other towns and cities right across Ireland. Listen to Irish (FG) Minister for 'Equality, Immigration and... https://t.co/1IdSAUwiyM",0,1,0,0
454,30607,u scared to rape a bitch? I cant relate,1,1,1,1
455,5428,"Some women are mad arrogant, man. How much of a douche would I sound like if I went around saying “You just talked yourself out some dick”",1,1,1,1
456,3741,"When the media says a counter protest was organized by a coalition of labor unions, immigrant rights groups and artists, what they mean is communists, illegal aliens and unemployed leftist deadbeats.",1,1,1,1
457,7158,When someone goes on vacation and owes you money https://t.co/PsdlbksvTG,1,1,1,1
458,8375,"@dwpandme @ZJemptv Well, not all women are the same, obviously. Not all men are the same. But physically resembling… https://t.co/ZSBn4bdMSi",0,0,0,0
459,31303,"""""""#refugee"""" said """"I will kill 10s of you and then go back"""" """"I can eat humans now"""" #Islam is not a #ReligionOfPeace - those #rapefugees are #invaders, #pedophiles, #terrorists, #cannibals, #jewish servants. They're here to exterminate #WhitePeople""",0,1,1,0
460,7853,@realDonaldTrump You own it! You and the GOP sabotaged it! Pha -q ya kunt!,1,1,1,1
461,7522,"I find great peace in knowing at the end of the day, I'm the only one I truly trust",1,0,0,1
462,2699,@JustinTrudeau wants to bring in more of these people into #Canada. He is indifferent to refugees and terrorists coming to his country under the same banner. He and his party will be the death of a country.#Toronto#TorontoShooting #TorontoStrong https://t,1,1,1,1
463,8410,"Just heard a brilliant response to 'not all men': 'You're right, it's not you - it's all of you.'",1,1,1,1
464,7802,I hate when handicapped people park in regular spots... Who TF do they think they are?!,1,1,1,1
465,369,"No Christians among 1,112 Syrian refugees resettled in #UK https://t.co/Z7Vlq83DBg",0,1,0,0
466,6681,@AlfieKent98 Grow up you slag,1,1,1,1
467,9082,@CoryBooker Are you in a competition with @SenKamalaHarris to see who is the more hysterical woman at the #KavanaughConfirmation ?,0,0,0,0
468,8674,Male logic is a woman should get life for accusing a man of rape but an actual rapist shouldn't,0,1,1,0
469,3555,Chain Migration Imported 120K Foreign Nationals from Terrorist-Funding Countries Since 2005 - Breitbart @HouseGOP @SenateGOP#EndChainMigration #EndDACA #NoAmnesty #EndBirthrightCitizenshipForIllegalAliens #BuildtheWall #KeepAmericaSafe,0,1,0,0
470,33975,@HouseAgNews @SpeakerRyan Thank you president Trump. Keeping his promise to farmers. #ConfirmJudgeKavanaugh keep #MAGA #BuildThatWall thanks to all that support Trump and his supporters.,1,1,1,1
471,2581,Glasgow 'blindsided' as destitute refugees face mass evictions https://t.co/ocE1geJlp8,0,1,0,0
472,2531,It will be such a shame to see @IndianFootball qualifying for any tournament (including WC) with the help of immigrants. I can't even imagine 11 Africans/Whites representing India and me cheering them on. Both @paulpogba's brother plays for Guinea national team. Plain crazy!,1,1,0,1
473,4268,"@chrislhayes @lsarsour Where was your outrage when Obama did this to 25,000 kids for months ZERO! Where is outrage for all the Angel moms that lost their kids to illegals never to see them again EVER! 1.3 Million in US already on FBI terror watchlist! #Bu",0,0,0,0
474,8980,Just asked him if sexual harrasment n rape r even recognised as crime in Islam or if yes why only women is guilty… https://t.co/rQCvLK8Rf9,0,1,0,0
475,33206,"@marklevinshow , Chuck Todd will not debate you for the same reason that Carrot Top would not fight Mike Tyson in his prime. BOTH Todd & CT w/be decimated & never the same. Which in Todd's case w/be a good thing.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #USA",0,1,0,1
476,30327,"Whats wrong here No ONE IS PROTESTING FOR MOLLIE OR KATE , BUT FOR ILLEGALS INSTEAD, LIBERAL DEMS REALLY NEED TO RETHINK WHAT THEY ARE DOING #BuildTheDamnWall #deportillegalimmigrants",1,1,1,1
477,4315,"DACA Dreamer on the run, allegedly wanted for murder @HouseGOP @SenateGOP#BuildTheWall #EndDACA Threat is just too great!#NoAmnesty #DeportThemAll #KeepAmericansSafeNowhere in US Constitution does it say to protect Illegal Aliens!",1,1,1,1
478,8325,everyone calls elly a slut or whore but where in the hell is the evidence ?,1,1,1,1
479,6958,Ha ha BJP knows that Hindus r so stupid that they r ready to starve with no jobs but first like to see Ram Mandir then Taj Mahal. https://t.co/LzX8CD83Ph,0,1,1,0
480,32966,guy asked me what shoe size I Am so I said 8 & he was like you're my size & I'm like either I have a big foot or you got a small one;) bitch,1,1,1,1
481,1907,Who needs tougher immigration laws when you can just simply plant more trees?,0,1,0,0
482,6955,Then your headmaster was a stupid fucking cunt https://t.co/XrGfreYkc5,1,1,1,1
483,4456,Cologne is the reason for no more Immigration then stopping them at the channel tunnel where they riot and are violent proves the point,0,0,0,0
484,7751,"When you've just gotten married, realize you're stuck with this asshole for life https://t.co/PUCfxKMV3N",1,1,1,1
485,30914,@SueGlashauser @Reigart @Morning_Joe @morningmika @SenKamalaHarris @SenBlumenthal @amyklobuchar Where is your outcry for the millions of women & children held in Turkey's rapefugee camps? or the 100s of children being sex-trafficked here in the US by these illegal aliens?,0,0,0,0
486,2122,"Given a stage, refugees can shine. And given opportunity, they can thrive.You can now see the entire #TEDxKakumaCampâ_x009d_Œ show! Share your favorite talks with your friends, and tell us what you think, right here âž¡ï¸_x008f_ https://t.co/e3vYZWHDwP https://t.co/nqTBSY9m28",1,1,1,1
487,8886,@johnlundin Some gold-digging skank has stupid opinions.,1,1,1,1
488,1739,If Saudi Arabia doesn't back off @JustinTrudeau will send in Canada's 2 Sea Kings and refuse to give all their illegal immigrants to Canada anymore hugs! #cdnpoli #canpoli #onpoli #abpoli #ableg #cpc #pcpo #ucp #lpc #SaudiArabia https://t.co/3KEohtZvc3,0,1,0,0
489,5375,@MajaMihajilovic First of all I’m not transgender but what if I was? Stupid petty ass bitch 👏🏼☠️,1,1,1,0
490,3490,Syrian refugee says hopes of new life in US dashed by Trump travel ban https://t.co/9tYFYTIyFF,1,1,1,1
491,7516,Friend- do you wanna be buried or cremated? Me- https://t.co/uQSTSW8FTW,1,1,1,1
492,30585,"@realDonaldTrump the SCAM is the Senate voting on an ""opioid package"" without recognizing what they have done to legitimate pain patients, all the while ignoring the true problem of illicit drugs from open borders and going soft on drug traffickers. #NoDACA it means #OpenBorders & #opioidcrisis",0,1,0,1
493,8078,'I was hysterical' Mum of Manchester bomb victim watched girl die after CPR stopped. https://t.co/6DieTjQ6Ti https://t.co/acYQDFt5HW,1,1,1,1
494,32001,I wish GOD would jus BITCH slap our whole planet into realizing it's not Kool what's goin on!!!! Jus my take on it..,1,1,0,1
495,5337,@jhanyaaa_ @gloyaltydeee You a hoe if there's other bitches,0,0,1,0
496,8223,Eat the ass like you're Jeffery Dahmer...,1,1,1,1
497,32071,"You can never take a L off a real bitch, I'm hotta than them hoes that you chill w.",1,1,1,1
498,6574,"@idubbbzJr @HadethR @toddysdobrik @zane You cunt, compare 25 million that rubius have versus the 5 million that David have",0,0,0,0
499,6586,@V_Bottoms @plumperpass I hope you love monster cock,1,1,0,1
