,id,text,class,chatGPT_few_default_1,chatGPT_few_default_2,chatGPT_zero_default_1,chatGPT_zero_default_2,chatGPT_zero_specific_1,chatGPT_zero_specific_2,chatGPT_few_specific_1,chatGPT_few_specific_2,chatGPT_counterfactual_default_1,chatGPT_counterfactual_default_2,chatGPT_counterfactual_specific_1,chatGPT_counterfactual_specific_2,id_y,class_y,flan_xl_few_default_1,flan_xl_few_default_2,flan_xl_few_default_3,flan_xl_zero_default_1,flan_xl_zero_default_2,flan_xl_zero_default_3,flan_xl_zero_specific_1,flan_xl_zero_specific_2,flan_xl_zero_specific_3,flan_xl_few_specific_1,flan_xl_few_specific_2,flan_xl_few_specific_3,flan_xl_counterfactual_default_1,flan_xl_counterfactual_default_2,flan_xl_counterfactual_default_3,flan_xl_counterfactual_specific_1,flan_xl_counterfactual_specific_2,flan_xl_counterfactual_specific_3
69,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","Aren't we overdoing this sense of Pride, Nationalism bit on #DhoniKeepsTheGlove. There are clear #ICC rules about logos etc. it's important to follow the rules rather than  flex muscles. We are playing the world cup not doing a military ops.",0,0,0,0,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",#TrumpIsATraitor   #ImpeachTrumpNow   Have to agree that his undeserved Hollywood Star should bear the epithet TRAITOR for all to see for posterity https://t.co/LT8AEGYsw7,0,0,0,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Why people eagerly wait 4 years for the @cricketworldcup? To see the rain???? To see matches getting abandoned??? To see teams share a point each without even proper competition??? That's really #ShameOnICC. #CWC19,0,0,0,0,0,1,0,1,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",I hope BJP remembers Constitution and death of so many children: @asadowaisi,0,0,0,0,1,0,0,0,0,1,3,1,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Rationalizing #treason    #IdiotOrange™ #TrumpIsaTraitor #IMPEACH45    https://t.co/HCqoxdTzvv  https://t.co/YmHIVE86R8  https://t.co/QTsVuBHVgY  https://t.co/GXlNPdFHNO    @realDonaldTrump @VP @PressSec @SenateMajLdr @SenJeffMerkley @ChuckSchumer @SpeakerPelosi https://t.co/cusdGaUIru,0,0,3,1,0,0,0,0,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@realDonaldTrump is just a greasy piece of shit. The world is darker with him in it.     #Iran #TrumpIsATraitor #TrumpMustResign #TrumpsAnInternationalDisgrace #TrumpResign #TrumpTantrum #jailtrump #IndictTrump #ImpeachTrumpNow #ImpeachDonaldTrumpNOW #ImpeachTrump https://t.co/9RH8JL8g75,0,1,1,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","The confusion created by the Right-Wing extremists, or otherwise known as Republicans, resulted in #Trump in the White House    Reinstate #CommonSense    #TrumpIsATraitor #CorruptGOP #GOPcorruptionandcruelty #GOPComplicitTraitors #Resisters #ResistersForum #ResistanceUnited #VoteBlue https://t.co/N0JRcXKaj4",0,0,0,0,3,1,3,3,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@csmay144k @realDonaldTrump @MarshaBlackburn God Bless a Real American 🇺🇸👍🏆🥇#TrumpIsATraitor   #JohnMcCainDay https://t.co/8s7p070c3F,0,3,0,0,3,0,0,0,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@MelvinVogelsang @Derek_FacT @peoplespca @MaximeBernier @PrideSaskatoon Ah Nigel. Seem you really do represent the lgbt values well. 🙄. Not once but twice. #douchebag https://t.co/tMnB2PPd8Z,1,1,3,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@SenJohnKennedy Anyone who invites anyone else to attack America is a traitor. I think that’s fair. #TrumpIsATraitor  #JohnMCainDay,1,1,0,0,0,1,0,0,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",So why hasn’t it?  #FuckTrump #OrangeFoolius #BeBest #MAGA #AmericaFirst https://t.co/SwkgQAWyYR,0,3,3,0,1,0,1,3,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@nytimes Whoever brought the charges against him should themselves be brought up on charges. #HumanRights #FuckTrump,0,0,1,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@INCIndia We know who’s power hungry. We haven’t forgotten what this vile woman did to #PVNarasimhaRao and his legacy. #congressmuktbharat,0,1,0,0,0,0,0,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",This is why i love this motherfucker...    Shuts people down easily    #ArabForPresident  #FuckTrump https://t.co/nnufeKXPPn,0,1,1,0,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@rajnathsingh ji are presstitutes authorised to belittle/disrespect the Officers &amp; their armed forces under the garb of journalism?     #DhoniKeepsTheGlove https://t.co/sCZM4G4Ntv,0,3,0,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Hindu: I don't want my food being delivered by a M in this month of the season.  #Zomato: Religion my ass. Food is religion.     Muslim: I will not accept non halal food.  Z: Forgive us your highness. We respect your religious sensibilities and will do as thy command #boycottzomato,0,1,1,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@realDonaldTrump You must be unaware that when old tattered flags are retired from service they are often burned in a respectful  ceremony.   Will this law make this illegal?  #Dotard   #TrumpIsADisgrace   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsTheEnemyOfThePeople   #TRUMPISACROOK,1,1,0,1,1,0,1,3,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@BetoORourke Hey Beto shut the front door Robert Francis O’Rourke  conMan #DoucheBag,0,0,1,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",'England's rainy weather is putting a damper on cricket fans' moods ☔️'  #ShameOnICC  #CWC19  https://t.co/qWugztWetW,1,0,0,3,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","Now mamata didi cancels her meeting with the striking doctors. Shows het immaturity. She dreams of becoming the leader of India, but she is no statesman. She had egoistical mind, acts childish and behaves as a tyrant.  #DoctorsFightBack #DoctorsProtest",1,0,0,1,1,0,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@thehill The Acting Defense Secretary acting like he knows what he's talking about. #TrumpIsATraitor #TrumpLiesEveryTimeHeSpeaks #trumpswamp #WagTheDog,1,0,3,1,0,0,0,0,0,1,1,1,3,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",India's bowling now..and every lunatic's eyes will be on Dhoni's gloves...Damn..#BalidanBadge insignia or not..who dafaq cares!!??#ICCWorldCup2019 #INDvAUS .. seriously..who cares if #DhoniKeepsTheGlove !?,0,0,0,1,1,1,1,0,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Here is Yoga for Women... Read more...  Remain Young and Fit with Yoga and know more benefits.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling  #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting  #doctorsstrike #ENGvWI https://t.co/xdvyFE5fYj,0,3,0,0,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",#PakMoksAbhi in a as in d build up to d #IndvsPak match on 16th. We take strong objection to it @KirenRijiju pls do something don't expect anything from @BCCI we saw d #DhoniKeepsTheGlove issue left us red-faced,1,0,0,0,1,3,3,0,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
